player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
JAKE WILEY,51,MTL,8/27/2023,1300,BOR,home,regular,1,1,1,1,0,0,0,0,0
JACOB PATTON,33,BSN,9/13/2023,1300,PHB,home,regular,1,1,1,1,0,0,0,0,0
BOB ACEVEDO,47,BOU,8/29/2023,1300,LA,away,regular,1,1,4,1,0,0,0,1,2
JOHNNY SIMPSON,77,TEX,10/8/2023,2000,OAK,away,postseason,1,1,2,1,0,0,0,0,1
WILLIAM KENT,39,STL,4/10/2023,1800,SEA,home,regular,1,1,1,1,0,0,0,0,0
WALKER CHERRY,72,OAK,6/28/2023,1200,CHI,away,regular,1,1,2,1,0,0,0,0,1
BOB CONTRERAS,57,MIA,9/23/2023,1900,NYM,home,regular,2,1,3,1,0,0,1,0,1
WALKER MEZA,17,BOD,6/25/2023,1400,SD,away,regular,2,1,2,1,1,0,0,0,0
ADAM GAY,4,PIT,9/21/2023,1300,CLE,home,regular,1,1,3,1,0,0,0,0,2
TAYLOR WILKERSON,18,HOU,5/14/2023,1300,TOR,away,regular,0,0,0,0,0,0,0,0,0
JOHNNY STAFFORD,26,KC,8/23/2023,1400,TOR,away,regular,3,2,6,3,0,0,0,1,2
WILLIAM SCHROEDER,4,PHB,5/2/2023,2000,BKN,away,regular,1,1,4,1,0,0,0,0,3
JACOB MACDONALD,25,PHI,7/1/2023,1500,BOD,away,regular,2,1,3,1,0,1,0,0,1
MARTIN BENITEZ,23,CLE,7/8/2023,1400,TEX,home,regular,3,1,4,3,0,0,0,0,1
BILLY HANCOCK,80,SF,9/6/2023,1800,NYH,away,regular,2,1,5,1,0,1,0,1,2
MARTIN WHEELER,18,NYY,6/14/2023,1900,PIT,away,regular,1,1,4,1,0,0,0,0,3
GARY LUCAS,21,BAL,8/31/2023,1300,MIA,home,regular,1,1,4,1,0,0,0,0,3
ADAM VINCENT,41,KC,9/23/2023,1700,DET,home,regular,1,1,1,1,0,0,0,0,0
LARRY HO,66,PIT,5/1/2023,2000,ATL,home,regular,1,1,2,1,0,0,0,0,1
TJ JORDAN,22,NYY,8/11/2023,1800,BKN,home,regular,0,0,3,0,0,0,0,0,3
GARY BELL,42,PIT,6/29/2023,1900,MTL,away,regular,1,1,4,1,0,0,0,0,3
BILLY MEADOWS,60,TOR,7/28/2023,1900,LAA,away,regular,1,1,3,1,0,0,0,0,2
JACOB CASTRO,10,PHP,10/21/2023,1400,PIT,home,postseason,1,1,2,1,0,0,0,0,1
EVAN FISCHER,35,FLA,4/3/2023,1600,BOS,home,regular,0,0,3,0,0,0,0,0,3
JACOB HOGAN,55,NYG,4/19/2023,1600,SEA,away,regular,2,1,2,1,1,0,0,0,0
WILLIAM BRADSHAW,2,MTL,7/18/2023,1400,CWS,away,regular,3,1,3,1,2,0,0,0,0
TAYLOR GARZA,92,PHA,8/30/2023,1700,FLA,home,regular,1,1,2,1,0,0,0,0,1
THOMAS FINLEY,0,OAK,9/15/2023,1500,CWS,away,regular,2,2,5,1,1,0,0,1,2
ADAM TUCKER,94,PHB,7/1/2023,1500,BKN,away,regular,1,1,3,1,0,0,0,0,2
WILL THOMAS,1,HOU,4/24/2023,1300,CLE,home,regular,1,1,5,1,0,0,0,1,3
TJ CAMACHO,2,SLC,7/31/2023,1900,CLE,home,regular,1,1,3,1,0,0,0,1,1
JOHNNY RITTER,53,BOA,10/19/2023,1600,KC,away,postseason,2,1,4,1,0,0,1,0,2
TJ WOLF,14,PHI,8/13/2023,1800,BAL,home,regular,1,1,3,1,0,0,0,0,2
BOB SHANNON,25,SLC,10/28/2023,1200,FLA,away,postseason,0,0,3,0,0,0,0,0,3
RODRIGO NOBLE,93,PHP,4/13/2023,1500,LA,home,regular,2,1,5,2,0,0,0,1,2
BILL DALTON,18,MTL,5/19/2023,1500,PHP,away,regular,1,1,3,1,0,0,0,1,1
EVAN PENNINGTON,27,PHA,6/2/2023,1300,BOS,home,regular,1,1,2,1,0,0,0,0,1
THOMAS MORAN,19,SLC,6/7/2023,1600,BOA,away,regular,2,1,4,1,0,1,0,0,2
EVAN LEVINE,25,CLE,5/9/2023,1800,STL,home,regular,2,2,3,1,1,0,0,0,1
WILLIAM PROCTOR,52,CHI,6/26/2023,1900,WSH,home,regular,1,1,4,1,0,0,0,1,2
JACKSON VALENCIA,75,COL,4/24/2023,1300,BOR,home,regular,1,1,2,1,0,0,0,0,1
TAYLOR SIMS,21,OAK,6/5/2023,1400,SLC,home,regular,2,1,4,1,0,0,1,0,2
LARRY EWING,81,PHP,9/13/2023,1700,CIN,away,regular,1,1,4,1,0,0,0,0,3
WALKER PENNINGTON,54,PHA,7/29/2023,1200,PHA,home,regular,1,1,4,1,0,0,0,1,2
JACOB HORN,30,NY,6/24/2023,1500,MIL,away,regular,3,1,5,1,2,0,0,1,1
BOB BLACKWELL,23,MIL,9/6/2023,1600,CHC,away,regular,3,1,4,2,1,0,0,0,1
MARTIN ROBBINS,28,LAA,5/14/2023,1600,PIT,home,regular,2,2,2,1,0,0,1,0,0
GARY DAVIES,88,NYG,8/10/2023,1300,TB,home,regular,1,1,3,1,0,0,0,0,2
JAKE MCMILLAN,90,NYY,8/21/2023,2000,CAL,away,regular,2,1,4,1,1,0,0,0,2
EVAN ORR,8,CHO,9/28/2023,1700,NYY,home,regular,1,1,2,1,0,0,0,0,1
JACOB COFFEY,78,NY,7/13/2023,1800,NYH,away,regular,1,1,1,1,0,0,0,0,0
TAYLOR WALTON,54,SD,9/17/2023,1400,ATL,home,regular,0,0,3,0,0,0,0,0,3
LARRY RITTER,15,BOD,9/10/2023,1800,PHA,away,regular,0,0,1,0,0,0,0,1,0
BILLY LANDRY,32,NYM,7/28/2023,1200,TOR,away,regular,2,1,4,2,0,0,0,1,1
TJ AGUIRRE,83,CAL,5/21/2023,1800,BOD,away,regular,2,2,3,1,0,0,1,0,1
WALKER MATA,74,SD,8/3/2023,2000,BOR,home,regular,1,1,4,1,0,0,0,0,3
TJ VALENZUELA,64,SEA,10/17/2023,1200,KC,away,postseason,1,1,3,1,0,0,0,0,2
JACOB WRIGHT,1,PHA,6/28/2023,1900,BSN,away,regular,2,1,3,1,0,0,1,0,1
WALKER CAIN,51,TOR,9/30/2023,2000,LA,home,regular,1,1,2,1,0,0,0,0,1
THOMAS RAYMOND,76,ATL,5/21/2023,1300,ATL,home,regular,0,0,2,0,0,0,0,1,1
GARY BRIDGES,67,COL,10/26/2023,1300,NYG,home,postseason,6,5,7,3,0,0,3,0,1
WALKER BOYLE,18,PHP,5/19/2023,1700,CAL,away,regular,0,0,3,0,0,0,0,0,3
BILLY BRADSHAW,55,TOR,10/24/2023,1200,TB,away,postseason,1,1,2,1,0,0,0,1,0
GARY MCKINNEY,68,CAL,9/15/2023,1400,BKN,home,regular,3,1,5,1,0,1,1,0,2
JAMES BOWEN,98,CWS,4/8/2023,1800,BSN,home,regular,2,1,2,1,1,0,0,0,0
WALKER MCPHERSON,57,NYG,10/17/2023,1900,WSH,away,postseason,1,1,1,1,0,0,0,0,0
RODRIGO HOBBS,65,DET,9/9/2023,1900,LAA,away,regular,2,1,4,1,1,0,0,1,1
BARRY WILSON,34,BAL,10/30/2023,1800,CHO,away,postseason,1,1,1,1,0,0,0,0,0
EVAN PINEDA,64,MIN,4/13/2023,1900,COL,home,regular,2,1,6,2,0,0,0,1,3
RODRIGO VELAZQUEZ,74,CIN,4/17/2023,1500,MIN,home,regular,1,1,4,1,0,0,0,0,3
LARRY PEREZ,68,CLE,4/25/2023,1600,CHO,home,regular,1,1,2,1,0,0,0,0,1
JACKSON WALKER,3,TEX,10/2/2023,1300,BOR,home,postseason,2,1,5,2,0,0,0,0,3
WALKER HICKMAN,22,OAK,8/27/2023,2000,SLC,away,regular,1,1,3,1,0,0,0,0,2
WILL MURRAY,40,PHP,8/21/2023,1300,SF,away,regular,2,2,6,2,0,0,0,1,3
JAMES LOVE,12,SLB,7/20/2023,1800,PHB,home,regular,2,2,3,1,0,0,1,0,1
TJ MCGUIRE,74,CWS,7/27/2023,1800,CHO,away,regular,1,1,2,1,0,0,0,1,0
JACKSON BERG,10,BOA,8/17/2023,1500,TB,away,regular,2,1,3,1,1,0,0,0,1
RODRIGO HARDING,37,BAL,4/10/2023,2000,WSH,away,regular,1,1,1,0,1,0,0,0,0
BILL DOUGHERTY,59,HOU,7/15/2023,1400,CHO,home,regular,1,1,4,1,0,0,0,0,3
EVAN HIGGINS,13,BOA,4/8/2023,2000,PHP,home,regular,2,2,5,1,0,0,1,0,3
JOHNNY GARDNER,67,LAA,9/18/2023,1700,DET,away,regular,1,1,2,1,0,0,0,0,1
LARRY RIVAS,50,AZ,4/8/2023,1700,SD,home,regular,2,2,4,1,0,0,1,0,2
JAKE ROBERTS,32,CHI,5/22/2023,1200,ANA,home,regular,1,1,1,1,0,0,0,0,0
JAMES VANG,71,COL,5/4/2023,1600,NYG,home,regular,1,1,2,1,0,0,0,0,1
BARRY BUCHANAN,31,BOR,10/25/2023,1900,BSN,away,postseason,2,2,5,2,0,0,0,0,3
BARRY POTTER,44,BSN,8/6/2023,1600,NYH,away,regular,0,0,3,0,0,0,0,1,2
ADAM BERG,27,SD,5/5/2023,1300,ANA,home,regular,1,1,2,1,0,0,0,0,1
RODRIGO MORAN,33,CHI,10/19/2023,1500,SLB,home,postseason,3,2,3,2,0,0,1,0,0
RODRIGO AGUIRRE,38,SF,6/14/2023,1400,BKN,away,regular,2,1,2,1,0,1,0,0,0
JAKE SUMMERS,10,NY,8/1/2023,1300,CHI,home,regular,1,1,4,1,0,0,0,0,3
TJ CHANEY,59,BOA,7/21/2023,1900,CIN,home,regular,1,1,3,1,0,0,0,0,2
BARRY FLOWERS,14,PHI,10/11/2023,1700,LA,away,postseason,2,2,5,2,0,0,0,1,2
TJ FITZGERALD,35,BOD,8/16/2023,2000,FLA,away,regular,2,1,3,2,0,0,0,0,1
RODRIGO MCCLURE,32,WSH,8/8/2023,1600,KC,home,regular,0,0,3,0,0,0,0,1,2
JAMES KHAN,24,CHO,5/31/2023,1700,OAK,home,regular,1,1,4,1,0,0,0,0,3
WILL CAMPBELL,92,NY,10/26/2023,1200,NYG,home,postseason,1,1,3,1,0,0,0,0,2
THOMAS BOONE,3,TB,8/4/2023,1300,ANA,away,regular,2,1,2,1,0,0,1,0,0
BILLY HAAS,30,PHI,6/9/2023,1700,NYM,away,regular,1,1,4,1,0,0,0,0,3
THOMAS CHRISTIAN,24,BAL,4/2/2023,1500,BKN,away,regular,1,1,3,1,0,0,0,0,2
BILL HOLLOWAY,25,MIA,8/31/2023,1900,FLA,home,regular,1,1,2,1,0,0,0,0,1
MARTIN MARQUEZ,28,FLA,5/24/2023,1600,NYM,away,regular,1,1,1,1,0,0,0,0,0
WALKER CHAN,96,TEX,8/12/2023,1900,BOD,away,regular,0,0,0,0,0,0,0,0,0
GARY LIVINGSTON,58,BOS,5/9/2023,1200,NY,home,regular,1,1,5,1,0,0,0,1,3
MARTIN TURNER,9,BAL,7/27/2023,1200,CHC,home,regular,1,1,1,1,0,0,0,0,0
THOMAS FLYNN,0,MIN,8/6/2023,1200,SLB,away,regular,2,1,4,1,0,0,1,0,2
GARY WATERS,71,SEA,4/11/2023,1500,MIL,away,regular,2,2,4,2,0,0,0,0,2
WILL SULLIVAN,26,COL,9/4/2023,1500,BOA,away,regular,3,2,6,2,1,0,0,0,3
WILL BENJAMIN,42,LA,8/29/2023,1500,TB,home,regular,0,0,1,0,0,0,0,0,1
JAKE KRUEGER,27,PHP,4/18/2023,1300,BOS,away,regular,3,2,4,3,0,0,0,0,1
TAYLOR MARTIN,55,NY,10/4/2023,1400,KC,home,postseason,1,1,2,1,0,0,0,0,1
BOB CHURCH,90,SEA,8/6/2023,1300,SD,away,regular,1,1,3,0,1,0,0,0,2
BARRY KRUEGER,75,MIL,9/5/2023,1200,MIN,home,regular,1,1,2,1,0,0,0,0,1
MARTIN LARSEN,26,HOU,10/1/2023,1300,LAA,home,regular,2,2,3,2,0,0,0,1,0
JACKSON MCCULLOUGH,92,NYG,9/16/2023,1300,PHA,home,regular,1,1,1,1,0,0,0,0,0
RODRIGO FINLEY,39,PHA,4/12/2023,1600,BKN,away,regular,1,1,2,1,0,0,0,1,0
EVAN SCHWARTZ,29,PHB,7/28/2023,1800,PIT,home,regular,1,1,1,1,0,0,0,0,0
JAMES SHEPHERD,42,PHB,8/26/2023,1900,BOS,away,regular,1,1,3,1,0,0,0,1,1
ADAM VALENCIA,19,LAD,10/5/2023,1700,NYH,home,postseason,2,1,4,1,1,0,0,0,2
RODRIGO HODGE,50,CHC,5/24/2023,1600,PHP,home,regular,2,2,6,0,0,0,2,1,3
WILL HICKS,79,BSN,4/22/2023,1200,BKN,away,regular,2,1,3,1,1,0,0,0,1
JAMES STARK,71,BAL,7/10/2023,1400,CIN,away,regular,0,0,1,0,0,0,0,1,0
BILLY BOONE,45,MIL,9/7/2023,1700,BKN,away,regular,2,2,4,1,0,1,0,0,2
EVAN LAWRENCE,16,AZ,9/7/2023,1600,AZ,home,regular,1,1,3,1,0,0,0,0,2
JOHNNY WAGNER,28,BAL,10/7/2023,1300,CWS,home,postseason,1,1,4,1,0,0,0,1,2
WILLIAM RIVERA,89,LAD,10/30/2023,1300,LAD,away,postseason,2,1,2,2,0,0,0,0,0
RODRIGO VALENZUELA,28,LAD,8/14/2023,1300,NYH,away,regular,1,1,2,1,0,0,0,0,1
WALKER AGUILAR,2,BOA,5/18/2023,1600,SD,away,regular,2,2,3,2,0,0,0,0,1
JACKSON GILLESPIE,4,MTL,10/15/2023,1900,BOR,away,postseason,1,1,4,1,0,0,0,0,3
JACKSON ADKINS,97,TOR,10/31/2023,1500,SEA,away,postseason,2,1,5,1,1,0,0,0,3
JAMES VAZQUEZ,55,WSH,8/3/2023,1300,NYY,away,regular,3,3,5,1,0,0,2,0,2
TJ JACKSON,16,AZ,7/14/2023,1800,CAL,home,regular,2,1,5,1,1,0,0,1,2
TAYLOR NORTON,53,TB,9/19/2023,2000,BKN,home,regular,1,1,4,1,0,0,0,1,2
WILL ERICKSON,61,NYM,5/5/2023,1700,CAL,away,regular,2,1,4,1,1,0,0,0,2
JOHNNY FOSTER,16,NYY,8/10/2023,1800,TB,away,regular,3,3,3,2,0,0,1,0,0
JAMES FINLEY,41,LAA,8/11/2023,1500,SD,home,regular,1,1,2,1,0,0,0,1,0
BARRY CONRAD,8,SLB,10/13/2023,1600,NYY,away,postseason,0,0,2,0,0,0,0,0,2
LARRY CARDENAS,84,CHI,5/8/2023,1900,BAL,home,regular,1,1,2,1,0,0,0,0,1
MARTIN MOSES,99,NYG,7/12/2023,2000,LAD,away,regular,3,3,3,2,1,0,0,0,0
WALKER GLOVER,55,MIN,9/18/2023,2000,BKN,home,regular,2,2,2,1,0,1,0,0,0
GARY REID,74,AZ,4/11/2023,1500,HOU,away,regular,1,1,1,1,0,0,0,0,0
LARRY MIDDLETON,89,CHC,7/30/2023,1500,CIN,home,regular,1,1,1,1,0,0,0,0,0
TJ BURNETT,37,CHC,4/18/2023,1300,CAL,home,regular,1,1,2,1,0,0,0,0,1
WALKER SANDOVAL,89,MTL,8/23/2023,1600,STL,away,regular,2,2,3,1,0,1,0,0,1
GARY JOSEPH,58,CHI,5/19/2023,1400,SEA,away,regular,1,1,3,1,0,0,0,1,1
JACOB MONTOYA,93,SEA,10/21/2023,1600,BOR,home,postseason,1,1,5,1,0,0,0,1,3
JACOB RASMUSSEN,70,SF,8/24/2023,1400,BAL,away,regular,1,1,1,1,0,0,0,0,0
JAMES SOSA,70,BOA,5/25/2023,1900,NY,away,regular,1,1,2,1,0,0,0,0,1
GARY POLLARD,69,SF,7/15/2023,1900,BOA,away,regular,0,0,2,0,0,0,0,0,2
JACOB FRANCO,48,ATL,6/5/2023,1900,PHP,home,regular,3,3,4,3,0,0,0,0,1
BOB MALONE,24,PIT,7/16/2023,1600,OAK,away,regular,2,2,5,1,1,0,0,1,2
BILLY HUTCHINSON,36,PHI,5/23/2023,1400,FLA,away,regular,1,1,3,1,0,0,0,0,2
GARY PATTON,93,COL,6/26/2023,1600,ATL,home,regular,1,1,4,1,0,0,0,0,3
BILLY WILLIAMSON,9,NYH,8/1/2023,1400,LAD,away,regular,1,1,2,1,0,0,0,0,1
JACKSON KELLER,91,OAK,5/26/2023,1500,BKN,away,regular,1,1,1,1,0,0,0,0,0
WILLIAM COMBS,27,NY,6/28/2023,1800,WSH,home,regular,1,1,2,1,0,0,0,1,0
TJ FARRELL,32,NYY,9/21/2023,1800,CIN,home,regular,0,0,4,0,0,0,0,1,3
TAYLOR ANDRADE,93,CHO,6/14/2023,1800,SLB,home,regular,1,1,4,1,0,0,0,0,3
GARY FLORES,98,WSH,4/5/2023,1800,CHC,away,regular,4,2,7,2,1,1,0,0,3
JAKE DUNLAP,36,AZ,5/17/2023,1600,DET,home,regular,1,1,3,1,0,0,0,0,2
RODRIGO FRENCH,29,TOR,6/23/2023,1300,SEA,away,regular,0,0,3,0,0,0,0,0,3
TJ GILMORE,78,SD,9/2/2023,1700,SEA,home,regular,1,1,1,1,0,0,0,0,0
ADAM SNYDER,12,CWS,6/25/2023,2000,COL,home,regular,1,1,2,1,0,0,0,0,1
GARY LEVY,32,WSH,10/4/2023,1800,SF,away,postseason,1,1,3,1,0,0,0,1,1
GARY RITTER,47,KC,8/23/2023,1500,PHI,away,regular,1,1,2,1,0,0,0,0,1
WILLIAM SWANSON,40,NYY,5/17/2023,1500,SLB,away,regular,3,3,4,1,1,1,0,0,1
MARTIN CLINE,34,BOS,6/15/2023,1300,CHC,home,regular,2,2,2,1,0,0,1,0,0
JACOB CLEMENTS,45,KC,7/11/2023,1700,BOR,home,regular,3,3,5,0,0,0,3,0,2
TJ BARR,27,CAL,10/17/2023,1500,OAK,home,postseason,3,3,5,1,0,0,2,0,2
EVAN NOBLE,39,CLE,10/3/2023,1200,PHP,home,postseason,3,3,3,3,0,0,0,0,0
BOB ROMERO,18,NY,6/28/2023,1400,NYG,home,regular,2,2,4,1,0,1,0,1,1
WILL HERRERA,22,TB,6/6/2023,1900,CAL,home,regular,0,0,0,0,0,0,0,0,0
JAMES MCFARLAND,98,BOU,9/11/2023,1700,NYM,away,regular,2,1,4,2,0,0,0,0,2
JAMES HORN,21,STL,8/17/2023,1400,PHA,away,regular,2,1,5,1,1,0,0,0,3
WALKER LEWIS,47,BOU,6/21/2023,1900,DET,away,regular,2,2,5,2,0,0,0,0,3
LARRY PROCTOR,90,BOS,5/31/2023,1600,BAL,home,regular,3,1,7,2,0,0,1,1,3
WILLIAM MOSES,92,COL,10/16/2023,2000,CHI,away,postseason,1,1,3,1,0,0,0,0,2
MARTIN GUZMAN,17,STL,6/17/2023,1500,BOU,home,regular,1,1,1,1,0,0,0,0,0
GARY KENT,6,HOU,5/25/2023,2000,COL,away,regular,3,2,6,1,2,0,0,0,3
THOMAS NOBLE,32,CIN,8/6/2023,1400,BOD,home,regular,1,1,1,1,0,0,0,0,0
WILL LEWIS,47,AZ,6/24/2023,1400,WSH,home,regular,1,1,4,0,1,0,0,0,3
BOB STANTON,80,PHB,9/13/2023,2000,CHO,away,regular,1,1,4,1,0,0,0,0,3
BILL HARRINGTON,65,FLA,7/12/2023,1900,SF,home,regular,1,1,3,1,0,0,0,0,2
BOB FRANK,72,CHO,6/10/2023,1500,AZ,home,regular,5,1,7,2,0,1,2,0,2
GARY MORRIS,75,SLC,7/24/2023,1300,PHP,home,regular,2,1,5,1,0,0,1,0,3
WILL WILLIAMS,41,CWS,10/29/2023,1700,LAA,away,postseason,2,2,4,2,0,0,0,0,2
MARTIN CUMMINGS,33,MIA,6/5/2023,1500,TOR,home,regular,2,1,4,2,0,0,0,1,1
WILL DENNIS,76,ATL,4/12/2023,1700,BAL,away,regular,1,1,2,1,0,0,0,0,1
WALKER BRADFORD,16,MIN,8/14/2023,1700,CWS,away,regular,1,1,1,1,0,0,0,0,0
JAMES MILLS,86,CHI,9/13/2023,1300,ATL,away,regular,5,2,6,1,0,1,3,0,1
JAKE ANDRADE,0,NY,6/21/2023,2000,CIN,home,regular,0,0,1,0,0,0,0,0,1
JACKSON KLINE,58,NYH,9/13/2023,1900,OAK,away,regular,1,1,2,1,0,0,0,0,1
JOHNNY TRAN,94,TOR,4/25/2023,1200,BOA,away,regular,2,1,2,2,0,0,0,0,0
WILLIAM HINTON,79,NY,10/8/2023,1400,BSN,away,postseason,2,1,5,1,0,1,0,0,3
TJ KNAPP,38,NYM,8/19/2023,1200,BKN,home,regular,1,1,1,1,0,0,0,0,0
JAMES GONZALEZ,92,PHI,8/29/2023,1400,PHI,home,regular,2,2,5,2,0,0,0,0,3
BILL SELLERS,50,TEX,4/28/2023,1800,DET,away,regular,1,1,4,1,0,0,0,0,3
RODRIGO HATFIELD,77,DET,10/19/2023,1800,ATL,home,postseason,1,1,3,1,0,0,0,0,2
WILLIAM MORGAN,25,WSH,10/9/2023,1800,LA,away,postseason,1,1,1,1,0,0,0,0,0
WILLIAM MANNING,25,BOR,10/23/2023,1500,NYM,away,postseason,1,1,4,1,0,0,0,1,2
BOB MCCARTY,96,PHA,6/7/2023,1300,BOD,home,regular,2,2,3,1,0,1,0,0,1
BARRY SPARKS,28,TEX,5/8/2023,1400,CHC,home,regular,2,1,2,2,0,0,0,0,0
BILLY HOLMES,69,NYY,5/5/2023,2000,SF,away,regular,2,2,3,1,1,0,0,1,0
BILLY CAREY,24,NYG,10/27/2023,2000,BOD,home,postseason,2,2,4,2,0,0,0,0,2
GARY BRYANT,46,ATL,4/20/2023,1700,NYY,away,regular,1,1,2,1,0,0,0,0,1
JACKSON PITTMAN,73,MTL,8/17/2023,1200,LAD,home,regular,1,1,4,1,0,0,0,0,3
JOHNNY HARRINGTON,33,NYG,10/30/2023,1700,TEX,away,postseason,1,1,3,1,0,0,0,0,2
THOMAS GIBSON,38,LA,9/9/2023,1500,CLE,home,regular,1,1,4,1,0,0,0,0,3
JOHNNY CHAMBERS,26,CLE,9/28/2023,1900,AZ,home,regular,0,0,0,0,0,0,0,0,0
THOMAS RANDOLPH,89,FLA,8/13/2023,1300,BAL,away,regular,1,1,4,1,0,0,0,0,3
EVAN COLON,3,BAL,10/29/2023,1900,BAL,away,postseason,4,3,5,1,0,0,3,0,1
JAKE LANDRY,60,NYY,5/9/2023,1500,SEA,home,regular,1,1,4,1,0,0,0,1,2
BOB NEAL,81,ATL,4/21/2023,1500,BKN,home,regular,1,1,4,1,0,0,0,0,3
THOMAS BRANDT,10,CHI,9/4/2023,1200,CWS,home,regular,3,1,4,1,0,0,2,0,1
MARTIN GILLESPIE,24,CHC,4/7/2023,1500,NYY,away,regular,2,1,4,1,1,0,0,0,2
JOHNNY LEON,90,LA,8/18/2023,1900,CAL,home,regular,3,2,5,1,2,0,0,0,2
LARRY PETERSON,73,AZ,9/21/2023,1700,SEA,home,regular,2,1,5,1,0,1,0,1,2
JACKSON SHORT,7,PHB,5/19/2023,1900,BKN,away,regular,2,2,2,2,0,0,0,0,0
WALKER HOLDEN,15,MIL,7/12/2023,1500,COL,home,regular,1,1,3,1,0,0,0,1,1
TAYLOR CALDWELL,32,NY,9/27/2023,1500,CWS,away,regular,1,1,4,1,0,0,0,1,2
BILL WELCH,56,HOU,8/29/2023,1500,TB,home,regular,1,1,1,1,0,0,0,0,0
EVAN KEITH,89,CHI,5/7/2023,1800,CLE,home,regular,1,1,4,1,0,0,0,1,2
BILL GRIFFIN,43,NYY,4/11/2023,2000,NYY,home,regular,1,1,4,1,0,0,0,0,3
TJ ELLIS,41,BOS,10/31/2023,1400,WSH,away,postseason,4,1,5,3,0,0,1,0,1
GARY STRONG,18,ATL,8/16/2023,1900,COL,away,regular,2,2,4,1,0,0,1,0,2
JAMES FERRELL,77,WSH,7/20/2023,1800,PHP,home,regular,1,1,3,1,0,0,0,1,1
TJ CLINE,35,MIL,7/14/2023,1600,BOA,away,regular,1,1,3,1,0,0,0,1,1
JACKSON WATTS,53,PHP,7/12/2023,1200,LAD,away,regular,2,2,2,1,0,0,1,0,0
JAKE MILLER,73,SLC,10/29/2023,1900,MIL,away,postseason,1,1,1,0,0,0,1,0,0
TAYLOR LYNN,41,CHO,5/6/2023,1300,MTL,home,regular,1,1,4,1,0,0,0,0,3
BOB MORENO,85,ATL,7/9/2023,1600,CLE,away,regular,1,1,3,1,0,0,0,1,1
THOMAS PHELPS,14,CHC,4/15/2023,1600,PHA,away,regular,1,1,3,1,0,0,0,1,1
THOMAS HAMPTON,93,LAA,10/9/2023,2000,CHC,home,postseason,1,1,4,1,0,0,0,0,3
BOB SPARKS,33,BOA,10/25/2023,1400,BOU,away,postseason,1,1,1,1,0,0,0,0,0
TJ FRENCH,13,STL,7/27/2023,1700,ANA,away,regular,2,2,3,1,1,0,0,0,1
JAKE BLEVINS,55,CHO,9/7/2023,1300,MIN,home,regular,3,2,6,1,0,0,2,0,3
WALKER BARKER,71,PHB,7/28/2023,1600,TB,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR GARRETT,51,COL,10/19/2023,1400,MIL,away,postseason,1,1,2,1,0,0,0,0,1
ADAM ROCHA,19,SEA,8/15/2023,1500,LA,away,regular,2,2,2,1,1,0,0,0,0
WALKER HENDRIX,54,BOS,10/13/2023,1200,BOA,home,postseason,2,2,6,2,0,0,0,1,3
WILLIAM LYONS,23,KC,8/2/2023,1700,ATL,home,regular,1,1,2,1,0,0,0,1,0
GARY WEISS,65,OAK,9/30/2023,1500,LAA,home,regular,1,1,4,1,0,0,0,0,3
THOMAS BUTLER,72,SLC,7/21/2023,1700,BKN,away,regular,2,1,4,0,0,0,2,1,1
TAYLOR LUCERO,41,NYY,9/2/2023,2000,NYY,away,regular,1,1,3,1,0,0,0,0,2
BILL MONTES,23,BAL,8/8/2023,1900,NYH,away,regular,1,1,1,1,0,0,0,0,0
LARRY GARZA,89,FLA,9/30/2023,2000,SEA,away,regular,1,1,1,1,0,0,0,0,0
WILL HOLLOWAY,2,OAK,4/12/2023,1500,CHC,home,regular,1,1,2,1,0,0,0,0,1
MARTIN MORRISON,51,COL,4/7/2023,1400,BOD,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR MCLEAN,33,BOS,9/4/2023,2000,WSH,away,regular,1,1,1,1,0,0,0,0,0
WALKER ALVAREZ,44,CAL,6/19/2023,1400,BAL,away,regular,1,1,1,1,0,0,0,0,0
WILL DAY,11,CHI,8/2/2023,1900,LAA,home,regular,2,1,2,1,1,0,0,0,0
BARRY HOLLOWAY,72,NYM,9/29/2023,1300,PIT,home,regular,1,1,4,1,0,0,0,1,2
JACKSON HERNANDEZ,45,BOS,4/13/2023,1600,CHC,away,regular,1,1,5,1,0,0,0,1,3
WILLIAM VILLANUEVA,53,TB,9/9/2023,1200,SEA,away,regular,2,2,3,1,1,0,0,1,0
WILLIAM ESPINOZA,94,AZ,5/6/2023,1900,CAL,away,regular,2,2,5,1,1,0,0,0,3
JACKSON MCINTYRE,81,BSN,6/25/2023,1300,CIN,away,regular,1,1,3,1,0,0,0,0,2
JAMES TYLER,16,CHI,6/25/2023,2000,DET,home,regular,1,1,3,1,0,0,0,0,2
MARTIN KNAPP,48,KC,10/21/2023,1600,ATL,away,postseason,1,1,3,1,0,0,0,0,2
WILL MORGAN,8,MIA,8/21/2023,1600,AZ,home,regular,2,1,4,2,0,0,0,0,2
JACOB KIM,43,HOU,10/25/2023,1500,NYM,home,postseason,1,1,3,1,0,0,0,0,2
THOMAS PRICE,86,CLE,10/18/2023,2000,COL,away,postseason,2,2,5,1,0,1,0,0,3
